occurrenceID	institutionCode	collectionCode	catalogNumber	combined	SamplingDate	recordedBy	Sex	Department	Municipality	Locality	MinElevation	MaxElevation	decimalLatitude	decimalLongitude	Habitat	Order	Family	Species	SnoutVentLength	HeadWidth	MouthWidth	ForearmLength	TibiaLength	FemurLength	FootLength	FootWebbing
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0070	PUJ	MUJ	541	MUJ541	1991-03-09	Oscar Hernandez	NA	Cundinamarca	Fómeque	Laguna de Chingaza	3180	NA	4.6	-73.76667	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	20.78	8.52	8.28	4.71	9.67	9.97	9.45	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0071	PUJ	MUJ	546	MUJ546	1991-09-01	Oscar Hernandez	NA	Cundinamarca	NA	PNN Chingaza localidad la playa	3140	NA	4.6167	-74.1	Paramo; Wetland	Anura	Bufonidae	Atelopus muisca	32.67	9.79	9.6	8.49	12.29	13.04	13.2	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0072	PUJ	MUJ	549	MUJ549	1991-09-01	Oscar Hernandez	NA	Cundinamarca	NA	PNN Chingaza localidad la playa	3140	NA	4.6167	-74.1	Paramo	Anura	Dendrobatidae	Hyloxalus subpunctatus	16.85	5.75	5.28	3.01	5.5	6.75	6.94	Basal
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0073	PUJ	MUJ	551	MUJ551	1991-09-01	Oscar Hernandez	NA	Cundinamarca	NA	PNN Chingaza localidad la playa	3140	NA	4.6167	-74.1	Paramo	Anura	Dendrobatidae	Hyloxalus subpunctatus	17.68	6.01	5.49	3.87	6.73	7.07	7.25	Basal
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0074	PUJ	MUJ	552	MUJ552	1988-10-03	Oscar Hernandez	NA	Cundinamarca	NA	PNN Chingaza, Sector de Piedras Gordas	3250	NA	4.6167	-74.1	Paramo	Anura	Dendrobatidae	Hyloxalus subpunctatus	19.22	7.03	6.24	4.19	7.81	8.43	8.32	Basal
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0075	PUJ	MUJ	560	MUJ560	1991-08-25	Oscar Hernandez	NA	Cundinamarca	La Calera	PNN Chingaza sector de piedras gordas	3250	NA	4.75	-73.91666	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	23.62	8.76	8.9	5.7	10.75	10.78	11.1	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0076	PUJ	MUJ	562	MUJ562	1991-08-25	Oscar Hernandez	NA	Cundinamarca	La Calera	PNN Chingaza sector de piedras gordas	3250	NA	4.75	-73.91666	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	25.32	9.9	9.87	6.29	12.4	11.8	11.58	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0077	PUJ	MUJ	624	MUJ624	1990-03-04	Oscar Hernandez	NA	Cundinamarca	Chocachi	Laguna Tanquista	3465	NA	NA	NA	Paramo; Wetland	Anura	Hylidae	Dendropsophus molitor	57.44	17.91	17.59	12.86	28.35	27.45	27.76	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0079	PUJ	MUJ	698	MUJ698	1993-02-15	Oscar Hernandez	NA	Cundinamarca	Tausa	Embalse del Neusa	2800	NA	NA	NA	Paramo	Anura	Dendrobatidae	Hyloxalus subpunctatus	22.53	7.12	6.73	3.17	7.86	8.71	10.11	Basal
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0080	PUJ	MUJ	705	MUJ705	1990-03-08	Oscar Hernandez	NA	Cundinamarca	La Calera	PNN Chingaza	3210	NA	4.75	-73.91666	Paramo; Wetland	Anura	Bufonidae	Atelopus lozanoi	32.15	8.82	8.96	8.36	11.8	13.71	13.16	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0081	PUJ	MUJ	709	MUJ709	1992-10-30	Oscar Hernandez	NA	Cundinamarca	La Calera	PNN Chingaza sector de Piedras gordas	3200	NA	4.75	-73.91666	Paramo; Wetland	Anura	Bufonidae	Atelopus lozanoi	38.64	9.6	9.73	9.22	13.55	13.45	15.16	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0082	PUJ	MUJ	710	MUJ710	1992-10-30	Oscar Hernandez	NA	Cundinamarca	La Calera	PNN Chingaza sector de Piedras gordas	3200	NA	4.75	-73.91666	Paramo; Wetland	Anura	Bufonidae	Atelopus lozanoi	29.52	8.32	8.39	8.16	11.11	13.38	12.02	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0083	PUJ	MUJ	712	MUJ712	1992-10-30	Oscar Hernandez	NA	Cundinamarca	La Calera	PNN Chingaza sector de Piedras gordas	3200	NA	4.75	-73.91666	Paramo; Wetland	Anura	Hylidae	Hyloscirtus bogotensis	43.78	13.24	13.93	8.68	20.86	20.9	19.45	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0084	PUJ	MUJ	716	MUJ716	1993-09-27	Oscar Hernandez	NA	Amazonas	a Pedrera	PNN Amacayacu	NA	NA	NA	NA	Wetland	Anura	Leptodactylidae	Leptodactylus mystaceus	3.35	6.55	5.37	3.35	6.6	6.38	6.92	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0085	PUJ	MUJ	785	MUJ785	1992-03-23	Oscar Hernandez	NA	Risaralda	Pereira	Reserva Natural Ucumari cascada estacion la Suiza	NA	NA	4.8133	-75.69611	Wetland	Anura	Bufonidae	Atelopus quimbaya	20.87	6.27	6.22	5.09	7.6	8.84	6.6	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0086	PUJ	MUJ	809	MUJ809	1995-04-12	Oscar Hernandez	NA	Valle Del Cauca	Buenaventura	Sector Bajo Calima	NA	NA	3.5833	-77	Wetland	Anura	Bufonidae	Atelopus spurrelli	31.86	7.76	8.07	9.1	13.91	12.35	11.8	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0087	PUJ	MUJ	875	MUJ875	1996-11-22	Oscar Hernandez	NA	Antioquia	San Luis	Rio Claro Inpeccion el Vergel	420	NA	6	-74.83333	Wetland	Anura	Leptodactylidae	Engystomops pustulosus	27.65	8.35	7.66	6.44	12.05	12.97	13.35	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0088	PUJ	MUJ	876	MUJ876	1996-11-22	Oscar Hernandez	NA	Antioquia	San Luis	Rio Claro Inpeccion el Vergel	420	NA	6	-74.83333	Wetland	Anura	Leptodactylidae	Engystomops pustulosus	25.14	8.99	6.93	6.42	11.09	11.83	11.53	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0089	PUJ	MUJ	884	MUJ884	1995	Oscar Hernandez	NA	Meta	Puerto López	Cafam Llanos	NA	NA	NA	NA	Wetland	Anura	Leptodactylidae	Physalaemus fischeri	30.59	10.24	9.11	6.1	13.12	12.1	14.21	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0090	PUJ	MUJ	890	MUJ890	1990-02-27	Oscar Hernandez	NA	Cundinamarca	La Calera	Quebrada piedras gordas	3400	NA	4.75	-73.91666	Paramo; Wetland	Anura	Hylidae	Dendropsophus molitor	34.35	11.28	11.08	6.86	15.08	14.85	14.71	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0092	PUJ	MUJ	893	MUJ893	1990-02-27	Oscar Hernandez	NA	Cundinamarca	La Calera	Quebrada piedras gordas	3400	NA	4.75	-73.91666	Paramo; Wetland	Anura	Hylidae	Dendropsophus molitor	36.52	11.88	11.92	7.5	16.42	14.93	15.51	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0094	PUJ	MUJ	894	MUJ894	1990-02-27	Oscar Hernandez	NA	Cundinamarca	La Calera	Sector la Playa	3140	NA	4.75	-73.91666	Paramo; Wetland	Anura	Hylidae	Dendropsophus molitor	34.04	11.56	10.97	6.81	16.62	15.52	15.66	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0096	PUJ	MUJ	896	MUJ896	1990-02-27	Oscar Hernandez	NA	Cundinamarca	La Calera	PNN Chingaza sector la Playa	3150	NA	4.75	-73.91666	Paramo; Wetland	Anura	Hylidae	Dendropsophus molitor	55.92	18.16	18.31	13.73	29.33	28.48	26.67	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0098	PUJ	MUJ	897	MUJ897	1990-02-27	Oscar Hernandez	NA	Cundinamarca	La Calera	Quebrada Piedras Gordas	3400	NA	4.75	-73.91666	Paramo; Wetland	Anura	Hylidae	Dendropsophus molitor	54.99	18.78	18.27	12.79	28.16	26.93	27.43	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0100	PUJ	MUJ	933	MUJ933	1990-02-27	Oscar Hernandez	NA	Cundinamarca	La Calera	Sector de Pidras gordas	2850	NA	4.75	-73.91666	Paramo; Wetland	Anura	Bufonidae	Atelopus subornatus	38.08	11.29	10.43	10.36	12.51	15.06	14.49	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0101	PUJ	MUJ	934	MUJ934	1990-02-27	Oscar Hernandez	NA	Cundinamarca	La Calera	Sector de Pidras gordas	2850	NA	4.75	-73.91666	Paramo; Wetland	Anura	Bufonidae	Atelopus subornatus	30.44	8.31	8.93	6.97	10.96	9.88	11.82	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0102	PUJ	MUJ	935	MUJ935	1990-02-27	Oscar Hernandez	NA	Cundinamarca	La Calera	Sector de Pidras gordas	2850	NA	4.75	-73.91666	Paramo; Wetland	Anura	Bufonidae	Atelopus subornatus	34.85	9.92	9.51	9.44	12.39	13.53	13.77	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0103	PUJ	MUJ	936	MUJ936	1990-02-27	Oscar Hernandez	NA	Cundinamarca	La Calera	Sector de Pidras gordas	2850	NA	4.75	-73.91666	Paramo; Wetland	Anura	Bufonidae	Atelopus subornatus	36.71	10.15	9.45	9.15	13.17	14.75	12.63	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0104	PUJ	MUJ	938	MUJ938	1990-02-27	Oscar Hernandez	NA	Cundinamarca	La Calera	Sector de Pidras gordas	2850	NA	4.75	-73.91666	Paramo; Wetland	Anura	Bufonidae	Atelopus subornatus	39.78	10.79	10.76	10.09	14.03	15.52	16.56	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0105	PUJ	MUJ	939	MUJ939	1990-02-27	Oscar Hernandez	NA	Cundinamarca	La Calera	Sector de Pidras gordas	2850	NA	4.75	-73.91666	Paramo; Wetland	Anura	Bufonidae	Atelopus subornatus	35.42	10.28	9.39	9.49	13.57	14.41	14.26	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0106	PUJ	MUJ	945	MUJ945	1990-02-27	Oscar Hernandez	NA	Cundinamarca	La Calera	Sector de Pidras gordas	2850	NA	4.75	-73.91666	Paramo; Wetland	Anura	Bufonidae	Atelopus subornatus	23.93	7.41	7.5	6.62	8.79	9.76	8.12	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0107	PUJ	MUJ	947	MUJ947	1990-02-27	Oscar Hernandez	NA	Cundinamarca	La Calera	Sector de Pidras gordas	2850	NA	4.75	-73.91666	Paramo; Wetland	Anura	Bufonidae	Atelopus subornatus	26.11	7.7	7.95	6.62	8.97	11.21	10.03	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0108	PUJ	MUJ	948	MUJ948	1991-03-18	Oscar Hernandez	NA	Cundinamarca	La Calera	Sector de Pidras gordas	2800	NA	4.75	-73.91666	Paramo; Wetland	Anura	Bufonidae	Atelopus lozanoi	37.86	9.88	10.16	9.73	14.92	15.62	15.77	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0109	PUJ	MUJ	949	MUJ949	1991-03-18	Oscar Hernandez	NA	Cundinamarca	La Calera	Sector de Pidras gordas	2800	NA	4.75	-73.91666	Paramo; Wetland	Anura	Bufonidae	Atelopus lozanoi	40.85	10.13	10.34	10.04	15.2	14.32	17.6	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0110	PUJ	MUJ	954	MUJ954	1992-09-06	Oscar Hernandez	NA	Cundinamarca	La Calera	Piedras Gordas	2850	NA	4.75	-73.91666	Paramo; Wetland	Anura	Bufonidae	Atelopus lozanoi	39.7	9.02	9.7	9.74	14.44	14.83	14.65	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0111	PUJ	MUJ	957	MUJ957	1996-03-08	Oscar Hernandez	NA	Meta	Puerto López	Inspeccion de Policia de Remolinos	NA	NA	NA	NA	Wetland	Anura	Hylidae	Boana xerophylla	55.61	17.03	18.03	9.26	29.7	29.23	22.06	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0112	PUJ	MUJ	967	MUJ967	1995-09-26	Oscar Hernandez	NA	Meta	Puerto López	Inspeccion de Policia de Remolinos	NA	NA	NA	NA	Wetland	Anura	Hylidae	Boana xerophylla	56.43	17.65	19.13	9.06	30.03	28.8	23.06	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0113	PUJ	MUJ	968	MUJ968	1995-09-26	Oscar Hernandez	NA	Meta	Puerto López	Inspeccion de Policia de Remolinos	NA	NA	NA	NA	Wetland	Anura	Hylidae	Boana xerophylla	51.04	16.68	16.96	8.45	26.68	26.57	20.58	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0114	PUJ	MUJ	973	MUJ973	NA	Oscar Hernandez	NA	Amazonas	Leticia	NA	100	NA	NA	NA	Wetland	Anura	Hylidae	Boana boans	82.24	28.04	29.37	14.99	44.25	44.76	34.19	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0115	PUJ	MUJ	974	MUJ974	NA	Oscar Hernandez	NA	Amazonas	Leticia	NA	100	NA	NA	NA	Wetland	Anura	Hylidae	Boana boans	80.07	25.63	26.7	16.46	41.83	41.9	32.22	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0116	PUJ	MUJ	975	MUJ975	NA	Oscar Hernandez	NA	Amazonas	Leticia	NA	100	NA	NA	NA	Wetland	Anura	Hylidae	Boana boans	85.95	27.92	28.34	15.33	44.56	45.51	34.95	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0117	PUJ	MUJ	976	MUJ976	NA	Oscar Hernandez	NA	Amazonas	Leticia	NA	100	NA	NA	NA	Wetland	Anura	Hylidae	Boana boans	70.63	23.4	24.48	12.54	38.05	38.19	28.41	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0118	PUJ	MUJ	986	MUJ986	1996-03-08	Oscar Hernandez	NA	Meta	Puerto López	Inspeccion de Policia de Remolinos	NA	NA	NA	NA	Wetland	Anura	Bufonidae	Rhinella humboldti	71.73	42.1	41.92	36.8	42.44	42.74	43.73	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0119	PUJ	MUJ	990	MUJ990	1996-12-11	Oscar Hernandez	NA	Meta	Puerto López	Inspeccion de Policia de Remolinos	NA	NA	NA	NA	Wetland	Anura	Bufonidae	Rhinella humboldti	50.86	16.76	16.7	10.79	17.03	17.99	19.06	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0120	PUJ	MUJ	993	MUJ993	1987-04-06	Oscar Hernandez	NA	Cundinamarca	Bogotá	Hipodromo	2570	NA	4.6	-74.08333	Andean; Wetland	Anura	Hylidae	Dendropsophus molitor	41.88	14.78	14.03	9.52	19.75	19.11	19.32	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0122	PUJ	MUJ	994	MUJ994	1995-05	Oscar Hernandez	NA	Cundinamarca	Bogotá	Hipodromo	2570	NA	4.6	-74.08333	Andean; Wetland	Anura	Hylidae	Dendropsophus molitor	36.89	12.21	12.43	7.25	17.62	17.64	NA	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0124	PUJ	MUJ	995	MUJ995	1995-05	Oscar Hernandez	NA	Cundinamarca	Bogotá	Hipodromo	2570	NA	4.6	-74.08333	Andean; Wetland	Anura	Hylidae	Dendropsophus molitor	39.89	12.6	13.07	9.37	19.74	19.65	19.7	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0126	PUJ	MUJ	1012	MUJ1012	2000-08-10	Oscar Hernandez	NA	Meta	Puerto López	NA	NA	NA	NA	NA	Wetland	Anura	Microhylidae	Elachistocleis ovalis	25.72	6.81	5.98	4.82	8.59	8.72	10.03	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0127	PUJ	MUJ	1016	MUJ1016	1987-08-29	Oscar Hernandez	NA	Tolima	Mariquita	NA	NA	NA	5.25	-74.91667	Wetland	Anura	Aromobatidae	Rheobates palmatus	28.2	10.38	9.86	6.56	14.26	13.26	13.55	Basal
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0128	PUJ	MUJ	1017	MUJ1017	1987-08-29	Oscar Hernandez	NA	Tolima	Mariquita	NA	NA	NA	5.25	-74.91667	Wetland	Anura	Aromobatidae	Rheobates palmatus	31.58	11.31	11.11	6.7	14.65	14.72	13.45	Basal
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0129	PUJ	MUJ	1069	MUJ1069	1997-05	Oscar Hernandez	NA	Risaralda	Pereira	Santurio Fauna y Flora Ucumari,sector la Pastora	2460	NA	4.8133	-75.69611	Andean Forest	Anura	Craugastoridae	Pristimantis erythropleura	19.87	6.32	6.16	4.82	9.57	8.69	7.39	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0130	PUJ	MUJ	1074	MUJ1074	1996-09-26	Oscar Hernandez	NA	Boyacá	Puerto Boyacá	Inspeccion de Policia de Pto.Romero	500	NA	6	-74.41667	Wetland	Anura	Hylidae	Scinax rostratus	44.37	14.43	14.89	8.81	25.83	23.52	17.66	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0131	PUJ	MUJ	1075	MUJ1075	1996-09-26	Oscar Hernandez	NA	Boyacá	Puerto Boyacá	Inspeccion de Policia de Pto.Romero	500	NA	6	-74.41667	Wetland	Anura	Hylidae	Scinax rostratus	45.18	15.73	15.88	8.73	26.78	24.84	19.66	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0132	PUJ	MUJ	1076	MUJ1076	1996-03-08	Oscar Hernandez	NA	Meta	Puerto López	Inspeccion de Policia de Remolinos	NA	NA	NA	NA	Wetland	Anura	Microhylidae	Elachistocleis ovalis	31.97	8.53	7.57	6.04	11.17	11.19	13.76	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0133	PUJ	MUJ	1081	MUJ1081	NA	Oscar Hernandez	NA	Cundinamarca	La Mesa	Laguna de Pedro palo	2000	NA	NA	NA	Wetland	Anura	Hylidae	Dendropsophus padreluna	24.72	7.46	7.97	5.64	12.52	9.83	11.58	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0134	PUJ	MUJ	1084	MUJ1084	NA	Oscar Hernandez	NA	Cundinamarca	La Mesa	Laguna de Pedro palo	2000	NA	NA	NA	Wetland	Anura	Hylidae	Dendropsophus padreluna	20.4	5.95	6.51	4.67	9.93	9.9	8.97	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0135	PUJ	MUJ	1087	MUJ1087	NA	Oscar Hernandez	NA	Cundinamarca	La Mesa	Laguna de Pedro palo	2000	NA	NA	NA	Wetland	Anura	Hylidae	Dendropsophus padreluna	22.66	7.87	7.82	5.23	11.3	10.6	9.77	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0136	PUJ	MUJ	1139	MUJ1139	1997-10	Oscar Hernandez	NA	Antioquia	San Luis	Rio Claro	NA	NA	6	-74.83333	Wetland	Anura	Bufonidae	Rhaebo haematiticus	70.16	23.76	24.41	18.81	33.9	34.98	32.85	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0137	PUJ	MUJ	1140	MUJ1140	1997-10	Oscar Hernandez	NA	Antioquia	San Luis	Rio Claro	NA	NA	6	-74.83333	Wetland	Anura	Bufonidae	Rhaebo haematiticus	69.07	23.82	23.96	18.59	35.86	33.94	30.92	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0138	PUJ	MUJ	1141	MUJ1141	1997-10	Oscar Hernandez	NA	Antioquia	San Luis	Rio Claro	NA	NA	6	-74.83333	Wetland	Anura	Bufonidae	Rhaebo haematiticus	77.58	26.31	24.75	22.04	38.93	35.04	35.89	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0139	PUJ	MUJ	1142	MUJ1142	1997-10	Oscar Hernandez	NA	Antioquia	San Luis	Rio Claro	NA	NA	6	-74.83333	Wetland	Anura	Bufonidae	Rhaebo haematiticus	73.37	24.67	24.32	18.48	37.31	38.52	35.28	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0140	PUJ	MUJ	1164	MUJ1164	1997-10	Oscar Hernandez	NA	Antioquia	San Luis	Rio claro	NA	NA	6	-74.83333	Wetland	Anura	Hylidae	Smilisca phaeota	52.46	18.61	18.07	10.76	28.03	27.75	23.55	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0141	PUJ	MUJ	1174	MUJ1174	1990-09-11	Oscar Hernandez	NA	Cundinamarca	NA	PNN Chingaza Monte Redondo	2800	NA	4.6167	-74.1	Paramo	Anura	Craugastoridae	Pristimantis nervicus	23.13	9.84	9.12	5.98	9.76	11.39	8.58	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0142	PUJ	MUJ	1175	MUJ1175	1990-09-11	Oscar Hernandez	NA	Cundinamarca	NA	PNN Chingaza Monte Redondo	2800	NA	4.6167	-74.1	Paramo	Anura	Craugastoridae	Pristimantis nervicus	22.51	9.27	8.62	5.2	9.54	10.29	10.24	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0143	PUJ	MUJ	1177	MUJ1177	NA	Oscar Hernandez	NA	Boyacá	Cocuy	PNN Sierra Nevado del Cocuy	4000	NA	6.4133	-72.44972	Paramo	Anura	Craugastoridae	Pristimantis nicefori	27	9.87	9.62	5.38	8.73	9.89	9.35	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0144	PUJ	MUJ	1178	MUJ1178	NA	Oscar Hernandez	NA	Boyacá	Cocuy	PNN Sierra Nevado del Cocuy	4000	NA	6.4133	-72.44972	Paramo	Anura	Craugastoridae	Pristimantis nicefori	27.14	9.66	9.61	6.73	8.97	9.86	11.22	Absent
